DutyType,Source,SerialNumber,Year,Make,Model,SalesPrice,SaleDate,Location,AuctionCompany,Mileage,Condition,Hours,PumpMeters,Notes,Category1,Category2,Category3,Category4,StockNumber,SeparatorHours,Horsepower,Drive,Width,Spacing,Rows,Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,PCA1228,2006,CATERPILLAR,314CLCR,73000,12/16/2011 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,2803,,38 BKT W/TEETH, PUSH BLADE, 10' STICK, A/C, AUX HYD," 8'6"" MACHINE"," 24"" PADS",2,"803 HRS. """"8"" BKT W/TEETH", PUSH BLADE, 10' STICK, A/C, AUX HYD," 8'6"" MACHINE"," 24"" PADS",2,"803 HRS"""""" BKT W/TEETH", PUSH BLADE, 10' STICK, A/C, AUX HYD," 8'6"" MACHINE"," 24"" PADS",2,"803 HR"""" BKT W/TEETH", PUSH BLADE, 10' STICK, A/C, AUX HYD," 8'6"" MACHINE"," 24"" PADS",2,"803 HR""""BKT W/TEETH", PUSH BLADE," 10'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,PCA1033,2006,CATERPILLAR,314CLCR,65000,12/17/2011 12:00:00 AM,"LEBANON, TN","RITCHASON AUCTIONEERS, INC.",,,3034,,CAT 36 BKT, LEVELING BLADE, PLUMBED, ZERO TAIL SWING,3,"034 HRS. """"AT 36"" BKT", LEVELING BLADE, PLUMBED, ZERO TAIL SWING,3,"034""""T 36"" BKT", LEVELING BLADE, PLUMBED, ZERO TAIL SWING," """" 36"" BKT", LEVELING BLADE, PLUMBED," ZERO TAIL SWI""""36"" BKT", LEVELING BLADE, PLUMBED," ZERO TAIL """"6"" BKT", LEVELING BLADE, PLUMBED," ZERO TAI"""""" BKT", LEVELING BLADE, PLUMBED," ZERO TA"""" BKT", LEVELING BLADE, PLUMBED," ZERO TA""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW747,1998,CATERPILLAR,315BL,23000,6/15/2011 12:00:00 AM,"LIVINGSTON, LA",HENDERSON AUCTIONS,,,,,60 CLEANOUT BKT, ENC CAB," 28"" TBG PADS. """"0"" CLEANOUT BKT", ENC CAB," 28"" TBG PADS"""""" CLEANOUT BKT", ENC CAB," 28"" TBG PAD"""" CLEANOUT BKT", ENC CAB," 28"" TBG PAD""""CLEANOUT""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW891,1998,CATERPILLAR,315BL,32000,6/16/2011 12:00:00 AM,"OLYMPIA, WA",RITCHIE BROS. AUCTIONEERS INTL,,,8078,,"PSM Q/C BKT, PSM HYD THUMB, 8'6 STICK",8,"078 HRS. """"SM Q/C BKT"," PSM HYD""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1078,1998,CATERPILLAR,315BL,29000,6/23/2011 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 9'6 STICK. """"KT"," 9'6""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW2462,2000,CATERPILLAR,315BL,43000,7/26/2011 12:00:00 AM,"SACRAMENTO, CA",RITCHIE BROS. AUCTIONEERS INTL,,,6416,,"Q/C BKT, HYD THUMB, 10' STICK, CAB, CAB GUARD, 6,416 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1979,2000,CATERPILLAR,315BL,36000,7/20/2011 12:00:00 AM,"PHILADELPHIA, MS",DEANCO AUCTION COMPANY,,,,,ENC CAB. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1221,1998,CATERPILLAR,315BL,28000,7/20/2011 12:00:00 AM,"PHILADELPHIA, MS",DEANCO AUCTION COMPANY,,,,,"CAB W/AIR, 24 PADS. """"AB W/AI""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1692,1999,CATERPILLAR,315BL,44000,7/14/2011 12:00:00 AM,"PLEASANTON, CA",IRONPLANET,,,8065,,42 BKT, HYD THUMB," 10'2"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27 1/2"" TRACK SHOES",8,"065 HRS. """"2"" BKT", HYD THUMB," 10'2"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27 1/2"" TRACK SHOES",8,"065 HRS"""""" BKT", HYD THUMB," 10'2"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27 1/2"" TRACK SHOES",8,"065 HR"""" BKT", HYD THUMB," 10'2"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27 1/2"" TRACK SHOES",8,"065 HR""""BKT", HYD THUMB," 10'2"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27 1/2"" """"KT", HYD THUMB," 10'2"" STICK", ENC CAB W/HEAT & AIR," AUX HY""""T", HYD THUMB," 10'2"" STICK"," ENC CAB W""""", HYD THUMB," 10'2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW747,1998,CATERPILLAR,315BL,31000,8/24/2011 12:00:00 AM,"HOUSTON, TX",RITCHIE BROS. AUCTIONEERS INTL,,,8505,,"CLEAN-UP BKT, 10' STICK, A/C, 8,505 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1895,1999,CATERPILLAR,315BL,40000,8/25/2011 12:00:00 AM,"PLEASANTON, CA",IRONPLANET,,,7407,,47.5 BKT, HYD Q/C," 8'6"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27.5"" TRACK SHOES",7,"407 HRS. """"7.5"" BKT", HYD Q/C," 8'6"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27.5"" TRACK SHOES",7,"407 H"""".5"" BKT", HYD Q/C," 8'6"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27.5"" TRACK SHOES",7,"40""""5"" BKT", HYD Q/C," 8'6"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27.5"" TRACK SHOES",7,""" BKT, HYD Q/C, 8'6 STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27.5"" TRACK SHOES"," 7"""" BKT", HYD Q/C," 8'6"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27.5"" TRACK SHOES"," 7""""BKT", HYD Q/C," 8'6"" STICK", ENC CAB W/HEAT & AIR, AUX HYD PLUMBING," 27""""KT", HYD Q/C," 8'6"" STICK", ENC CAB W/HEAT & AIR," AUX""""T", HYD Q/C," 8'6"" STICK"," ENC CAB W""""", HYD Q/C," 8'6"" S"""" H""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1506,1999,CATERPILLAR,315BL,32000,9/20/2011 12:00:00 AM,"YORK, PA",CAT AUCTION SERVICES,,,12480,,24 GP BKT," 15'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",12,"480 HRS. """"4"" GP BKT"," 15'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",12,"480 HRS"""""" GP BKT"," 15'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",12,"480 HR"""" GP BKT"," 15'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",12,"480 HR""""GP BKT"," 15'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PA""""P BKT"," 15'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," """" BKT"," 15'9"" BOOM"," 8'6"" STICK"," CAB""""BKT"," 15'9"" BOOM"," 8'6"" """"KT"," 15'9"" BO""""T"," """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1024,1999,CATERPILLAR,315BL,31000,9/20/2011 12:00:00 AM,"YORK, PA",CAT AUCTION SERVICES,,,11177,,30 BKT," 16'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",11,"177 HRS. """"0"" BKT"," 16'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",11,"177 HRS"""""" BKT"," 16'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",11,"177 HR"""" BKT"," 16'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",11,"177 HR""""BKT"," 16'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",KT," 16'9"" BOOM"," 8'6"" STICK", CAB, AUX HYD," 23.5"" """"T"," 16'9"" BOOM"," 8'6"" STICK", CAB," AUX HYD"""""," 16'9"" BOOM"," 8'6"" STICK", CAB," """" 16'9"" BOOM"," 8'6"" STICK","16'9"" BOOM"," 8'6"" S""""6'9"" BOOM"," 8'""""'9"" BOOM","9"" BOO"""""" BO"""" BO""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW494,1998,CATERPILLAR,315BL,28000,9/20/2011 12:00:00 AM,"YORK, PA",CAT AUCTION SERVICES,,,13630,,36 BKT," 16'9"" BOOM"," 8'4"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",13,"630 HRS. """"6"" BKT"," 16'9"" BOOM"," 8'4"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",13,"630 HRS"""""" BKT"," 16'9"" BOOM"," 8'4"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",13,"630 HR"""" BKT"," 16'9"" BOOM"," 8'4"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",13,"630 HR""""BKT"," 16'9"" BOOM"," 8'4"" STICK", CAB, AUX HYD," 23.5"" TBG PADS",KT," 16'9"" BOOM"," 8'4"" STICK", CAB, AUX HYD," 23.5"" """"T"," 16'9"" BOOM"," 8'4"" STICK", CAB," AUX HYD"""""," 16'9"" BOOM"," 8'4"" STICK", CAB," """" 16'9"" BOOM"," 8'4"" STICK","16'9"" BOOM"," 8'4"" S""""6'9"" BOOM"," 8'""""'9"" BOOM","9"" BOO"""""" BO"""" BO""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW2010,2000,CATERPILLAR,315BL,30000,9/30/2011 12:00:00 AM,"ST. LOUIS, MO",RITCHIE BROS. AUCTIONEERS INTL,,,7051,,"Q/C BKT, 9'6 STICK", AUX HYD,7,"051 HRS. """"/C BKT"," 9'6"" STICK", AUX HYD,C BKT," 9'6"" STIC"""" BKT",",,,,,,,,,,,,EXCAVATORS,TOPBID,3AW639,1998,CATERPILLAR,315BL,41000,9/23/2011 12:00:00 AM,LOS ANGELES"," CA""",RITCHIE BROS. AUCTIONEERS INTL,,,7475,,"BKT W/HYD THUMB, 8'6 STICK", A/C, 2 AUX HYDS,7,"475 HRS. """"KT W/HYD THUMB"," 8'6"" STICK", A/C," 2 A""""T W/HYD THUMB"," 8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW2144,2000,CATERPILLAR,315BL,41000,10/6/2011 12:00:00 AM,"HARTFORD, CT",RITCHIE BROS. AUCTIONEERS INTL,,,4218,,"BKT, 9' STICK, A/C, 4,218 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW2084,2000,CATERPILLAR,315BL,36000,10/6/2011 12:00:00 AM,"HARTFORD, CT",RITCHIE BROS. AUCTIONEERS INTL,,,8043,,"BKT W/HYD THUMB, 10' STICK, A/C, AUX HYD, 8,043 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1557,1999,CATERPILLAR,315BL,35000,10/11/2011 12:00:00 AM,"DENVER, CO",RITCHIE BROS. AUCTIONEERS INTL,,,7266,,"BKT, 10' STICK, A/C, 7,266 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1372,1999,CATERPILLAR,315BL,34000,12/1/2011 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,3661,,24 BKT, THUMB," 9'10"" STICK", ENC CAB W/AIR," 28"" TBG PADS",3,"661 HRS. """"4"" BKT", THUMB," 9'10"" STICK", ENC CAB W/AIR," 28"" TBG PADS",3,"661 HRS"""""" BKT", THUMB," 9'10"" STICK", ENC CAB W/AIR," 28"" TBG PADS",3,"661 HR"""" BKT", THUMB," 9'10"" STICK", ENC CAB W/AIR," 28"" TBG PADS",3,"661 HR""""BKT", THUMB," 9'10"" STICK", ENC CAB W/AIR," 28"" T""""KT", THUMB," 9'10"" STICK"," ENC """"T", THUMB," 9'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW754,1998,CATERPILLAR,315BL,19000,12/13/2011 12:00:00 AM,"DENVER, CO",RITCHIE BROS. AUCTIONEERS INTL,,,14821,,"BKT, 8'6 STICK", A/C,14,"821 HRS. """"KT"," 8'6"" STICK", A/C,14,"8""""T"," 8'6"" STICK"," A/"""""," 8'6"" STI"""" 8'6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,3AW1253,1998,CATERPILLAR,315BL,38500,12/14/2011 12:00:00 AM,"ARCHBOLD, OH",FREY & SONS AUCTIONEERS,,,7821,,CAT 16 BKT, WERK BRAU MECH QT, A/C, AUX HYD,7,"821 HRS. """"AT 16"" BKT", WERK BRAU MECH QT, A/C, AUX HYD,7,"821""""T 16"" BKT", WERK BRAU MECH QT, A/C, AUX HYD," """" 16"" BKT", WERK BRAU MECH QT, A/C," AUX H""""16"" BKT", WERK BRAU MECH QT, A/C," AU""""6"" BKT", WERK BRAU MECH QT, A/C," """""" BKT", WERK BRAU MECH QT, A/C, BKT, WERK BRAU MECH QT, A/C,",,,,,,,,,,,,EXCAVATORS,TOPBID,3AW1687,1999,CATERPILLAR,315BL,22000,12/15/2011 12:00:00 AM,PLEASANTON"," CA""",IRONPLANET,,,9834,,22 BKT," 102"" STICK", ENC CAB W/HEAT, AUX HYD PLUMBING," 24"" TRACK SHOES",9,"834 HRS. """"2"" BKT"," 102"" STICK", ENC CAB W/HEAT, AUX HYD PLUMBING," 24"" TRACK SHOES",9,"834 HRS"""""" BKT"," 102"" STICK", ENC CAB W/HEAT, AUX HYD PLUMBING," 24"" TRACK SHOES",9,"834 HR"""" BKT"," 102"" STICK", ENC CAB W/HEAT, AUX HYD PLUMBING," 24"" TRACK SHOES",9,"834 HR""""BKT"," 102"" STICK", ENC CAB W/HEAT, AUX HYD PLUMBING," 24"" TRACK SHOES",KT," 102"" STICK", ENC CAB W/HEAT, AUX HYD PLUMBING," 24"" TRAC""""T"," 102"" STICK", ENC CAB W/HEAT, AUX HYD PLUMBING," 2"""""," 102"" STICK", ENC CAB W/HEAT," AUX HYD PLUMB"""" 102"" STICK", ENC CAB W/HEAT," AUX HYD """"102"" STICK", ENC CAB W/HEAT," AUX """"02"" STICK", ENC CAB W/HEAT," A""""2"" STICK", ENC CAB W/HEAT,""" STICK, ENC CAB W/HEAT"" STICK, ENC CAB W/HEAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,506348,2005,DEERE,200CLC,52500,5/11/2011 12:00:00 AM,"FORT WORTH, TX",RITCHIE BROS. AUCTIONEERS INTL,,,5319,,"BKT, Q/C, 10' STICK, A/C, AUX HYD, 5,319 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,505782,2005,DEERE,200CLC,47500,5/11/2011 12:00:00 AM,"FORT WORTH, TX",RITCHIE BROS. AUCTIONEERS INTL,,,8522,,"BKT, Q/C, 9'6 STICK", A/C, AUX HYD,8,"522 HRS. """"KT", Q/C," 9'6"" STICK", A/C," AUX HYD""""T", Q/C," 9'6"" STICK"," """"", Q/C," 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,505232,2004,DEERE,200CLC,49153,5/12/2011 12:00:00 AM,"CALEDON, ON",LVG AUCTIONS,,,5034,,23 BKT, MECH THUMB, 12' STICK, VOGEL LUBE SYSTEM, AUX HYD, 6.8L DSL ENG," 32"" TRACK PADS",5,"034 HRS. """"3"" BKT", MECH THUMB, 12' STICK, VOGEL LUBE SYSTEM, AUX HYD, 6.8L DSL ENG," 32"" TRACK PADS",5,"034 HRS"""""" BKT", MECH THUMB, 12' STICK, VOGEL LUBE SYSTEM, AUX HYD, 6.8L DSL ENG," 32"" TRACK PADS",5,"034 HR"""" BKT", MECH THUMB, 12' STICK, VOGEL LUBE SYSTEM, AUX HYD, 6.8L DSL ENG," 32"" TRACK PADS",5,"034 HR""""BKT", MECH THUMB," 12' """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
