DutyType,Source,SerialNumber,Year,Make,Model,SalesPrice,SaleDate,Location,AuctionCompany,Mileage,Condition,Hours,PumpMeters,Notes,Category1,Category2,Category3,Category4,StockNumber,SeparatorHours,Horsepower,Drive,Width,Spacing,Rows,Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LLU1804,1997,KOBELCO,SK220LC,27500,3/4/2009 12:00:00 AM,"FORT WORTH, TX",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 9'6 STICK. """"KT"," 9'6""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LLU853,1994,KOBELCO,SK220LC,13000,3/11/2009 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,,,53 BKT," 9'7"" STICK", ENC CAB W/AIR," 32"" TBG PADS. """"3"" BKT"," 9'7"" STICK", ENC CAB W/AIR," 32"" TBG PADS"""""" BKT"," 9'7"" STICK", ENC CAB W/AIR," 32"" TBG PAD"""" BKT"," 9'7"" STICK", ENC CAB W/AIR," 32"" TBG PAD""""BKT"," 9'7"" STICK", ENC CAB W/AIR," 32""""KT"," 9'7"" STICK"," ENC CAB W""""T"," 9'7"" STICK"," EN"""""," 9'7"" STI"""" 9'7""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LLU1553,1996,KOBELCO,SK220LC,23000,3/11/2009 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,,,72 CLEANOUT BKT, LONG STICK, ENC CAB W/AIR," 32"" TBG PADS. """"2"" CLEANOUT BKT", LONG STICK, ENC CAB W/AIR," 32"" TBG PADS"""""" CLEANOUT BKT", LONG STICK, ENC CAB W/AIR," 32"" TBG PAD"""" CLEANOUT BKT", LONG STICK, ENC CAB W/AIR," 32"" TBG PAD""""CLEANOUT""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LLU1370,1995,KOBELCO,SK220LCIV,18750,3/18/2009 12:00:00 AM,"LIVINGSTON, LA",HENDERSON AUCTIONS,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YF401527,2007,KOBELCO,SK235RLC,70000,2/12/2009 12:00:00 AM,"KISSIMMEE, FL","YODER & FREY AUCTIONEERS, INC.",,,1636,,"STD BKT, THUMB, CAB W/AIR, HIGH & WIDE U/C, 1636 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YU100192,2000,KOBELCO,SK235SRLC,18000,2/25/2009 12:00:00 AM,"PHOENIX, AZ",RITCHIE BROS. AUCTIONEERS INTL,,,,,"HYD Q/C BKT, 9'6 STICK", AUX HYD, A/C," ZERO TAIL SWING. """"YD Q/C BKT"," 9'6"" STICK", AUX HYD, A/C," Z""""D Q/C BKT"," 9'6"" STICK"," """" Q/C BKT""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U681,2004,KOBELCO,SK250,27000,2/12/2009 12:00:00 AM,"KISSIMMEE, FL","YODER & FREY AUCTIONEERS, INC.",,,,,THUMB. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL08U532,2002,KOBELCO,SK250,36000,3/11/2009 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,2501,,60 CLEANOUT BKT, LONG REACH STICK, ENC CAB W/AIR," 32"" TBG PADS"," 2501 HRS. """"0"" CLEANOUT BKT", LONG REACH STICK, ENC CAB W/AIR," 32"" TBG PADS"," 2501 HRS"""""" CLEANOUT BKT", LONG REACH STICK, ENC CAB W/AIR," 32"" TBG PADS"," 2501 HR"""" CLEANOUT BKT", LONG REACH STICK, ENC CAB W/AIR," 32"" TBG PADS"," 2501 HR""""CLEANOUT BKT"," LONG""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U1367,2007,KOBELCO,SK250LC,62500,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 9'9 STICK"," A/C. """"KT"," 9'9"" STIC""""T"," 9'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U802,2004,KOBELCO,SK250LC,30000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,2795,,"BKT, 9'9 STICK", AUX HYD," 2795 HRS. """"KT"," 9'9"" STICK", AUX HYD," 27""""T"," 9'9"" STICK"," AUX """""," 9'9"" STICK"""" 9'9"" """"9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL08U380,2002,KOBELCO,SK250LC,30000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 9'9 STICK"," A/C. """"KT"," 9'9"" STIC""""T"," 9'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U1114,2006,KOBELCO,SK250LC,70000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,1686,,"BKT, 9'9 STICK", A/C," 1686 HRS. """"KT"," 9'9"" STICK", A/C," 16""""T"," 9'9"" STICK"," """""," 9'9"" S"""" 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U1234,2006,KOBELCO,SK250LC,85000,1/23/2009 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,822,,48 BKT W/TEETH, 11' DIPPER, PLUMBED," 11'8"" MACHINE"," 36"" PADS"," 822 HRS. """"8"" BKT W/TEETH", 11' DIPPER, PLUMBED," 11'8"" MACHINE"," 36"" PADS"," 822 HRS"""""" BKT W/TEETH", 11' DIPPER, PLUMBED," 11'8"" MACHINE"," 36"" PADS"," 822 HR"""" BKT W/TEETH", 11' DIPPER, PLUMBED," 11'8"" MACHINE"," 36"" PADS"," 822 HR""""BKT W/TEETH", 11' DIPPER," P""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U1141,2006,KOBELCO,SK250LC,80000,1/23/2009 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,1145,,50 BKT W/TEETH, 11' DIPPER, PLUMBED," 11'6"" MACHINE"," 36"" PADS"," 1145 HRS. """"0"" BKT W/TEETH", 11' DIPPER, PLUMBED," 11'6"" MACHINE"," 36"" PADS"," 1145 HRS"""""" BKT W/TEETH", 11' DIPPER, PLUMBED," 11'6"" MACHINE"," 36"" PADS"," 1145 HR"""" BKT W/TEETH", 11' DIPPER, PLUMBED," 11'6"" MACHINE"," 36"" PADS"," 1145 HR""""BKT W/TEETH", 11' DIPPER," PL""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U967,2005,KOBELCO,SK250LC,82500,1/23/2009 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,1330,,48 BKT W/TEETH, HYD THUMB, 11' DIPPER, PLUMBED, 11'8' MACHINE," 36"" PADS"," 1330 HRS. """"8"" BKT W/TEETH", HYD THUMB, 11' DIPPER, PLUMBED, 11'8' MACHINE," 36"" PADS"," 1330 HRS"""""" BKT W/TEETH", HYD THUMB, 11' DIPPER, PLUMBED, 11'8' MACHINE," 36"" PADS"," 1330 HR"""" BKT W/TEETH", HYD THUMB, 11' DIPPER, PLUMBED, 11'8' MACHINE," 36"" PADS"," 1330 HR""""BKT W/TEETH"," H""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL08U256,2001,KOBELCO,SK250LC,26000,3/11/2009 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,,,42 BKT, THUMB, STD STICK, ENC CAB W/AIR," 32"" TBG PADS. """"2"" BKT", THUMB, STD STICK, ENC CAB W/AIR," 32"" TBG PADS"""""" BKT", THUMB, STD STICK, ENC CAB W/AIR," 32"" TBG PAD"""" BKT", THUMB, STD STICK, ENC CAB W/AIR," 32"" TBG PAD""""BKT"," THU""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL08U265,2000,KOBELCO,SK250LC,42500,3/19/2009 12:00:00 AM,"MINNEAPOLIS, MN",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, HYD Q/C, 12' STICK, RIPPER, CAB W/AIR. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U968,2006,KOBELCO,SK250LC,46000,3/25/2009 12:00:00 AM,"HOUSTON, TX",RITCHIE BROS. AUCTIONEERS INTL,,,3601,,"BKT, 10' STICK, A/C, AUX HYD, 3601 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U802,2004,KOBELCO,SK250LC,45000,3/19/2009 12:00:00 AM,"ATLANTIC CITY, NJ",ALEX LYON & SON AUCTIONEERS,,,,,"DIG BKT, 9'9 STICK", CAB W/HEAT & AIR, AUX HYD, WORK LIGHTS, DSL ENG," 32"" PADS"," LONG U/C. """"IG BKT"," 9'9"" STICK", CAB W/HEAT & AIR, AUX HYD, WORK LIGHTS, DSL ENG," 32"" PADS""""G BKT"," 9'9"" STICK", CAB W/HEAT & AIR, AUX HYD, WORK LIGHTS," DSL EN"""" BKT"," 9'9"" STICK", CAB W/HEAT & AIR, AUX HYD," WORK LIGH""""BKT"," 9'9"" STICK", CAB W/HEAT & AIR, AUX HYD," """"KT"," 9'9"" STICK", CAB W/HEAT & AIR," A""""T"," 9'9"" STICK"," CAB W/HEAT &"""""," 9'9"" STICK"," CAB W/"""" 9'9"" STICK"," C""""9'9"" STIC""""'9"" S""""9""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LL09U1117,2006,KOBELCO,SK250LC,100000,3/19/2009 12:00:00 AM,"ATLANTIC CITY, NJ",ALEX LYON & SON AUCTIONEERS,,,795,60',"60' LONG REACH BOOM, CAB, DSL ENG, 795 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,PV922706,2005,KOBELCO,SK25SR-2,6500,3/26/2009 12:00:00 AM,"ATLANTA, GA",RITCHIE BROS. AUCTIONEERS INTL,,,1364,,"MINI, BKT, 3'10 STICK", BLADE, CANOPY, AUX HYD, RUBBER TRACKS," 1364 HRS. """"INI", BKT," 3'10"" STICK", BLADE, CANOPY, AUX HYD," RUBBER TRA""""NI", BKT," 3'10"" STICK", BLADE, CANOPY," AUX H""""I", BKT," 3'10"" STICK", BLADE," """"", BKT," 3'10"" ST"""" BK""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LBU10098,1998,KOBELCO,SK270LC,28500,2/6/2009 12:00:00 AM,"KISSIMMEE, FL",ALEX LYON & SON AUCTIONEERS,,,,,54 DIG BKT, CAB, DSL ENG," 32"" PADS"," LONG U/C. """"4"" DIG BKT", CAB, DSL ENG," 32"" PADS"," LONG U/C"""""" DIG BKT", CAB, DSL ENG," 32"" PADS"," LONG U/"""" DIG BKT", CAB, DSL ENG," 32"" PADS"," LONG U/""""DIG BKT", CAB," """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,BD4N559,2006,KOBELCO,SK290LC,64500,2/6/2009 12:00:00 AM,"KISSIMMEE, FL",ALEX LYON & SON AUCTIONEERS,,,,,48 CP DIG BKT, CAB W/HEAT & AIR, RADIO, MITSUBISHI DSL ENG," 32"" PADS"," LONG U/C. """"8"" CP DIG BKT", CAB W/HEAT & AIR, RADIO, MITSUBISHI DSL ENG," 32"" PADS"," LONG U/C"""""" CP DIG BKT", CAB W/HEAT & AIR, RADIO, MITSUBISHI DSL ENG," 32"" PADS"," LONG U/"""" CP DIG BKT", CAB W/HEAT & AIR, RADIO, MITSUBISHI DSL ENG," 32"" PADS"," LONG U/""""CP DIG BKT"," CA""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LB04U333,2004,KOBELCO,SK290LC,38000,2/6/2009 12:00:00 AM,"KISSIMMEE, FL",ALEX LYON & SON AUCTIONEERS,,,,,"DIG BKT, CAB, DSL ENG, LONG U/C. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LB04U379,2004,KOBELCO,SK290LC,47500,1/23/2009 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,,,48 BKT W/TEETH, 11' DIPPER, QUICK DETACH," 11'4"" MACHINE"," 32"" PADS. """"8"" BKT W/TEETH", 11' DIPPER, QUICK DETACH," 11'4"" MACHINE"," 32"" PADS"""""" BKT W/TEETH", 11' DIPPER, QUICK DETACH," 11'4"" MACHINE"," 32"" PAD"""" BKT W/TEETH", 11' DIPPER, QUICK DETACH," 11'4"" MACHINE"," 32"" PAD""""BKT W/TEETH"," 11' """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LB03U142,2000,KOBELCO,SK290LC,36000,1/23/2009 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,,,42 BKT W/TEETH, 11' DIPPER," 11'8"" MACHINE"," 34"" PADS. """"2"" BKT W/TEETH", 11' DIPPER," 11'8"" MACHINE"," 34"" PADS"""""" BKT W/TEETH", 11' DIPPER," 11'8"" MACHINE"," 34"" PAD"""" BKT W/TEETH", 11' DIPPER," 11'8"" MACHINE"," 34"" PAD""""BKT W/TEETH"," 11' """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YCU1142,1999,KOBELCO,SK300,30000,2/6/2009 12:00:00 AM,"KISSIMMEE, FL",ALEX LYON & SON AUCTIONEERS,,,,,"DIG BKT, CAB, CUMMINS DSL ENG, LONG U/C. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YCU804,1998,KOBELCO,SK300IV,36000,2/6/2009 12:00:00 AM,"KISSIMMEE, FL",ALEX LYON & SON AUCTIONEERS,,,,,54 DIG BKT W/THUMB BRACKET, CAB W/AIR, AUX HYD, AUTO LUBE SYSTEM, DSL ENG," 32"" PADS"," LONG U/C. """"4"" DIG BKT W/THUMB BRACKET", CAB W/AIR, AUX HYD, AUTO LUBE SYSTEM, DSL ENG," 32"" PADS"," LONG U/C"""""" DIG BKT W/THUMB BRACKET", CAB W/AIR, AUX HYD, AUTO LUBE SYSTEM, DSL ENG," 32"" PADS"," LONG U/"""" DIG BKT W/THUMB BRACKET", CAB W/AIR, AUX HYD, AUTO LUBE SYSTEM, DSL ENG," 32"" PADS"," LONG U/""""DIG BKT W/THUM""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
